label	Group	numOtus	Otu000001	Otu000002	Otu000003	Otu000004	Otu000005	Otu000006	Otu000007	Otu000008	Otu000009	Otu000010	Otu000011	Otu000012	Otu000013	Otu000014	Otu000015	Otu000016	Otu000017	Otu000018	Otu000019	Otu000020	Otu000021	Otu000022	Otu000023	Otu000024	Otu000025	Otu000026	Otu000027	Otu000028	Otu000029	Otu000030	Otu000031	Otu000032	Otu000033	Otu000034	Otu000035	Otu000036	Otu000037	Otu000038	Otu000039	Otu000040	Otu000041	Otu000042	Otu000043	Otu000044	Otu000045	Otu000046	Otu000047	Otu000048	Otu000049	Otu000050	Otu000051	Otu000052	Otu000053	Otu000054	Otu000055	Otu000056	Otu000057	Otu000058	Otu000059	Otu000060	Otu000061	Otu000062	Otu000063	Otu000064	Otu000065	Otu000066	Otu000067	Otu000068	Otu000069	Otu000070	Otu000071	Otu000072	Otu000073	Otu000074	Otu000075	Otu000076	Otu000077	Otu000078	Otu000079	Otu000080	Otu000081	Otu000082	Otu000083	Otu000084	Otu000085	Otu000086	Otu000087	Otu000088	Otu000089	Otu000090	Otu000091	Otu000092	Otu000093	Otu000094	Otu000095	Otu000096	Otu000097	Otu000098	Otu000099	Otu000100	Otu000101	Otu000102	Otu000103	Otu000104	Otu000105	Otu000106	Otu000107	Otu000108	Otu000109	Otu000110	Otu000111	Otu000112	Otu000113	Otu000114	Otu000115	Otu000116	Otu000117	Otu000118	Otu000119	Otu000120	Otu000121	Otu000122	Otu000123	Otu000124	Otu000125	Otu000126	Otu000127	Otu000128	Otu000129	Otu000130	Otu000131	Otu000132	Otu000133	Otu000134	Otu000135	Otu000137	Otu000138	Otu000139	Otu000140	Otu000141	Otu000142	Otu000143	Otu000144	Otu000145	Otu000146	Otu000147	Otu000148	Otu000149	Otu000150	Otu000151	Otu000152	Otu000153	Otu000154	Otu000155	Otu000156	Otu000157	Otu000158	Otu000159	Otu000160	Otu000161	Otu000162	Otu000163	Otu000164	Otu000165	Otu000166	Otu000167	Otu000168	Otu000169	Otu000170	Otu000171	Otu000172	Otu000173	Otu000174	Otu000175	Otu000176	Otu000177	Otu000178	Otu000179	Otu000180	Otu000181	Otu000183	Otu000184	Otu000185	Otu000188	Otu000189	Otu000190	Otu000191	Otu000192	Otu000193	Otu000195	Otu000198	Otu000199	Otu000200	Otu000201	Otu000202	Otu000203	Otu000205	Otu000206	Otu000208	Otu000209	Otu000210	Otu000211	Otu000212	Otu000213	Otu000214	Otu000216	Otu000217	Otu000218	Otu000221	Otu000223	Otu000224	Otu000225	Otu000227	Otu000231	Otu000232	Otu000233	Otu000234	Otu000235	Otu000236	Otu000237	Otu000238	Otu000239	Otu000241	Otu000243	Otu000244	Otu000245	Otu000246	Otu000247	Otu000248	Otu000249	Otu000250	Otu000253	Otu000254	Otu000255	Otu000256	Otu000257	Otu000258	Otu000259	Otu000260	Otu000261	Otu000262	Otu000263	Otu000264	Otu000267	Otu000268	Otu000269	Otu000270	Otu000271	Otu000272	Otu000274	Otu000275	Otu000276	Otu000277	Otu000278	Otu000279	Otu000281	Otu000282	Otu000283	Otu000284	Otu000285	Otu000286	Otu000287	Otu000288	Otu000290	Otu000291	Otu000294	Otu000295	Otu000296	Otu000297	Otu000298	Otu000299	Otu000300	Otu000301	Otu000302	Otu000304	Otu000305	Otu000306	Otu000307	Otu000310	Otu000311	Otu000313	Otu000314	Otu000316	Otu000317	Otu000318	Otu000319	Otu000320	Otu000322	Otu000324	Otu000325	Otu000326	Otu000328	Otu000330	Otu000331	Otu000333	Otu000334	Otu000336	Otu000337	Otu000338	Otu000339	Otu000340	Otu000342	Otu000345	Otu000347	Otu000348	Otu000350	Otu000351	Otu000355	Otu000356	Otu000358	Otu000360	Otu000361	Otu000363	Otu000364	Otu000365	Otu000366	Otu000368	Otu000369	Otu000370	Otu000371	Otu000372	Otu000374	Otu000375	Otu000378	Otu000379	Otu000381	Otu000386	Otu000389	Otu000395	Otu000400	Otu000407	Otu000409	Otu000435	Otu000449	Otu000461	
0.03	2027653	335	797	670	0	1598	333	517	0	274	257	231	182	0	277	232	0	189	0	0	0	78	63	278	0	175	0	140	67	0	145	0	5	0	399	0	0	83	106	98	170	0	1	0	82	301	0	38	202	0	0	6	2	0	0	268	0	0	0	8	0	28	7	26	0	0	0	25	163	149	0	29	0	1	0	9	0	0	0	0	1	6	0	0	0	1	0	66	3	203	0	0	0	1	0	0	39	0	0	0	0	0	0	56	7	0	0	0	18	0	0	0	0	2	0	0	21	0	0	4	5	1	0	0	0	0	62	0	0	24	0	0	18	0	1	0	0	0	1	0	0	0	47	0	0	2	0	0	0	0	31	0	6	0	24	0	0	0	0	0	27	0	3	0	24	0	14	0	3	12	4	0	0	199	0	0	13	0	0	0	7	0	0	0	0	0	0	16	1	0	0	0	0	0	0	42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	2	0	0	7	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	31	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	22	0	1	0	1	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2029650	335	1318	453	394	82	160	229	106	418	56	346	348	34	140	19	798	2	650	1263	1	76	89	5	229	7	0	274	148	1	22	96	142	342	32	0	76	36	6	15	26	65	0	4	49	0	13	9	21	0	3	13	112	14	49	5	0	0	0	8	0	2	13	46	97	1	11	18	38	35	0	1	0	0	0	12	10	0	40	0	1	0	51	6	20	6	0	17	13	14	0	0	0	4	0	17	1	0	0	17	0	0	0	6	60	0	0	0	29	0	0	9	0	0	34	11	1	9	8	20	6	6	28	0	0	0	1	31	0	0	0	0	0	2	3	0	14	0	0	0	5	41	0	4	0	3	0	1	3	0	9	15	15	1	0	10	0	2	0	16	0	0	11	0	0	0	2	0	0	3	4	0	0	0	7	0	9	0	0	3	0	6	0	0	0	0	2	0	6	0	0	3	0	0	0	2	2	6	0	0	0	0	0	0	0	8	4	0	0	0	5	1	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	41	3	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	1	8	
0.03	2031650	335	198	167	215	56	159	459	146	170	216	177	183	45	166	93	2	51	267	37	4	20	0	22	0	40	0	115	8	3	20	81	0	2	1230	0	82	84	92	82	0	110	0	1	0	1	22	43	165	0	35	2	0	56	0	0	0	11	53	1065	290	15	12	32	38	46	0	355	0	95	83	72	89	130	183	36	28	0	48	295	0	24	0	0	0	1	0	27	0	24	1	0	0	0	459	8	0	0	0	13	0	0	1	15	24	0	0	0	0	1	0	8	97	5	0	0	25	6	4	23	3	1	0	10	0	0	0	45	0	0	0	0	0	15	7	0	0	0	6	3	1	0	0	2	4	6	13	0	6	46	1	0	1	0	0	93	1	19	0	0	51	0	0	0	0	0	18	0	0	5	10	8	1	4	3	0	2	0	12	5	2	1	0	5	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	1	2	16	0	0	2	1	0	2	0	0	0	0	0	0	8	0	16	0	0	1	1	0	0	1	0	47	0	0	0	0	0	8	0	0	1	0	0	0	0	1	0	7	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	2	0	105	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0	1	0	0	1	2	0	0	0	0	7	5	1	1	0	0	0	1	0	
0.03	2033650	335	71	244	367	1150	75	304	130	83	52	44	107	74	32	66	225	49	386	612	104	32	91	27	816	399	51	48	19	0	138	137	71	0	20	0	101	1	4	28	68	528	0	0	0	11	5	3	59	0	4	6	106	26	102	36	0	2	0	1	0	3	4	16	76	18	31	7	252	8	32	10	45	0	0	4	8	0	188	18	0	0	0	0	21	6	0	55	0	45	0	0	0	10	6	29	16	0	1	1	44	107	0	10	38	0	0	7	0	0	0	44	11	14	11	1	14	28	23	20	3	62	27	6	0	0	5	57	0	120	11	0	0	0	2	0	0	0	0	0	0	0	5	16	1	2	1	0	69	71	2	3	0	0	0	8	0	0	27	0	1	1	0	0	0	0	0	0	2	9	9	0	7	1	4	0	0	0	0	1	2	6	2	0	0	0	0	0	0	3	1	2	0	0	0	0	0	2	13	0	0	0	129	0	1	0	0	2	0	0	6	3	6	0	3	23	0	0	16	20	0	0	1	7	0	1	24	0	0	2	5	0	3	0	1	0	6	0	0	0	0	31	4	3	0	0	0	0	0	4	1	0	1	0	0	0	0	0	2	0	12	0	0	6	0	106	0	0	3	9	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	10	0	0	0	0	3	1	1	0	2	0	1	0	2	1	0	0	0	0	2	2	0	0	1	0	0	0	0	0	2	0	0	3	0	0	2	2	
0.03	2035650	335	91	324	514	859	376	188	149	18	89	24	572	39	67	53	13	37	251	461	85	20	70	14	94	125	0	36	37	3	53	134	63	0	127	87	285	0	16	30	101	47	0	8	0	59	1	13	88	0	41	8	203	106	40	3	0	13	0	8	56	4	23	14	62	5	27	7	38	29	63	15	1	41	383	2	13	0	70	75	25	37	10	4	15	2	5	26	1	15	0	0	53	6	0	31	2	0	0	8	0	18	0	6	12	1	0	52	0	0	4	44	190	39	1	6	5	4	4	37	0	6	35	4	0	0	5	84	6	80	0	0	0	113	0	2	0	0	1	0	3	0	4	21	0	3	2	0	1	41	3	4	0	0	16	10	0	3	6	0	63	0	1	0	0	0	0	0	0	48	8	3	15	0	4	0	0	0	6	0	2	3	7	0	0	0	0	2	0	0	0	5	0	9	0	0	81	1	0	0	0	1	0	1	0	0	2	0	14	1	4	0	2	0	0	0	0	0	17	15	0	0	1	3	0	0	11	0	0	0	19	0	6	0	0	0	1	0	0	12	0	0	0	80	0	0	0	0	0	4	0	6	0	13	12	0	0	0	5	0	6	0	0	4	0	0	0	0	3	0	0	0	1	0	3	1	0	6	0	0	0	0	0	0	15	1	0	0	0	0	0	19	0	0	0	0	0	1	2	0	2	1	0	3	0	5	0	0	1	18	0	0	0	0	3	0	0	0	0	3	9	0	0	2	0	0	0	8	0	1	0	0	3	32	1	1	2	
0.03	2037653	335	1542	11	20	25	553	278	1	348	651	226	98	32	65	107	119	252	7	0	575	8	57	259	3	102	214	327	92	13	57	3	158	24	2	0	1	30	0	107	0	3	2	1021	105	20	7	2	20	0	0	0	3	97	0	0	0	54	0	0	71	25	28	77	0	2	95	45	3	40	13	15	0	0	0	1	19	0	21	0	275	2	152	0	54	67	25	6	0	2	1	0	0	27	0	2	55	18	0	0	0	2	8	62	3	1	0	13	2	0	1	70	16	0	0	6	76	0	0	0	2	0	1	3	0	0	24	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	6	5	2	3	9	0	57	4	0	0	0	0	2	6	0	0	0	1	0	0	0	18	0	0	3	2	0	12	0	1	0	0	0	0	1	0	11	8	0	2	56	0	0	0	0	2	0	0	0	25	3	0	0	33	3	2	0	2	0	0	0	0	0	0	0	41	2	0	0	1	160	0	0	0	0	0	1	1	0	0	20	1	0	0	13	1	0	5	38	0	0	0	0	0	0	1	0	39	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	1	2	2	11	0	1	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	3	0	0	0	0	0	5	0	7	0	0	0	4	0	0	0	1	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2039650	335	378	547	349	915	378	120	317	111	252	175	1012	28	109	176	0	105	454	1094	2	128	94	33	172	63	1	98	15	6	196	217	142	1	133	218	132	30	27	29	82	17	0	2	0	0	40	21	23	0	7	7	89	15	55	13	0	0	0	6	1	8	6	50	91	1	18	18	36	35	0	11	0	0	0	25	57	0	41	0	0	27	0	0	37	6	0	29	1	8	0	0	0	3	0	25	3	0	0	8	0	0	14	15	1	0	0	10	0	0	57	4	0	5	0	7	24	5	2	24	6	15	31	4	0	0	4	26	0	0	0	128	0	4	2	0	0	0	4	0	2	1	3	1	0	2	11	1	0	0	14	11	11	0	2	9	0	1	0	0	0	0	4	0	2	0	0	19	2	8	17	0	0	0	5	0	9	6	0	7	0	5	0	0	4	0	0	0	0	0	0	10	1	0	26	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	2	11	0	1	0	0	0	3	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	8	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	12	1	1	0	1	1	8	
0.03	2041650	335	735	489	542	124	748	497	448	223	172	293	457	112	51	137	174	181	486	744	163	138	162	88	244	68	0	50	12	60	197	67	98	0	49	0	59	2	29	70	77	20	0	0	2	18	57	23	20	0	9	54	166	37	34	4	0	0	0	3	0	35	21	29	85	0	4	10	25	14	0	42	0	0	0	5	43	72	50	0	1	8	0	0	69	9	0	27	0	14	0	0	0	17	0	22	1	0	0	1	0	2	0	14	2	0	0	0	0	0	0	2	9	3	25	13	9	7	15	25	5	4	10	31	0	0	6	12	52	1	0	1	0	3	0	0	0	0	0	0	1	0	13	3	0	4	13	0	1	0	11	6	6	7	3	32	0	1	0	0	0	0	2	0	0	0	0	0	1	6	8	13	0	0	12	0	8	0	0	3	11	0	0	1	0	0	6	8	0	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	2	0	3	6	0	0	0	0	9	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	2	0	0	0	0	0	2	0	0	0	0	5	1	1	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	5	2	0	0	0	0	7	
0.03	2043650	335	278	237	305	96	143	365	261	243	44	321	140	197	105	44	47	122	324	501	162	13	249	88	73	204	0	14	96	8	237	129	67	4	163	0	128	1	80	19	10	110	0	138	0	124	31	49	61	0	12	4	61	3	20	5	0	0	0	9	0	35	23	30	49	162	137	6	22	35	0	7	0	0	33	6	10	90	13	0	9	12	65	1	10	19	0	153	2	5	0	0	0	1	0	8	1	0	7	4	36	1	0	13	0	161	0	0	13	0	0	1	1	0	39	28	4	42	9	9	19	1	4	0	0	0	27	42	1	0	6	0	0	40	22	0	0	1	2	0	1	0	11	7	0	10	37	26	1	0	1	3	47	25	28	2	0	11	77	24	1	17	0	0	2	2	3	25	54	8	7	1	1	40	84	0	11	2	0	0	79	38	57	0	22	0	17	69	1	114	0	32	0	0	0	1	0	3	0	0	57	2	0	0	0	0	0	2	1	33	0	100	55	0	1	0	0	0	2	0	0	9	1	3	0	0	0	3	0	1	30	9	2	0	0	0	0	10	0	12	0	5	23	0	3	0	1	0	5	0	14	3	0	0	0	0	0	0	4	0	1	0	0	2	0	0	0	7	9	24	0	0	1	0	0	0	0	0	9	0	0	3	26	0	0	2	6	0	4	4	1	80	0	0	0	1	24	7	0	5	0	1	0	0	11	5	4	0	0	0	0	0	0	5	1	1	0	0	0	0	2	0	0	5	2	2	0	0	0	0	16	0	0	0	0	1	2	
0.03	2045653	335	1172	200	22	6	262	570	68	735	122	402	159	330	34	267	807	566	182	10	725	3	61	70	3	17	368	208	37	2	251	4	2	0	7	0	32	3	305	187	0	178	0	0	0	3	4	0	1	0	38	16	5	1	19	0	0	5	0	3	0	21	20	72	48	3	80	1	0	27	9	34	0	0	3	11	12	2	3	0	0	0	0	0	0	12	0	216	0	0	0	0	0	0	42	0	3	0	2	0	0	0	0	63	29	11	2	0	0	0	0	19	13	5	0	7	1	0	1	0	3	0	4	4	0	0	25	3	0	0	0	0	0	4	10	0	0	0	0	0	0	0	5	2	0	17	36	0	0	0	0	0	1	9	2	2	0	46	0	0	0	0	1	0	1	0	0	0	0	0	9	14	0	0	2	0	2	1	25	6	0	10	0	0	0	0	1	3	0	17	0	3	0	0	0	0	0	2	0	0	0	3	0	118	0	0	23	2	0	6	0	0	0	0	0	0	0	0	0	6	0	1	4	3	1	0	0	23	0	0	0	0	3	0	0	0	1	1	0	0	0	0	1	6	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2049653	335	1974	25	18	3	1820	4	1	703	454	294	0	0	17	170	5	989	1	0	2	1188	2	0	5	0	0	3	2	14	0	0	0	210	0	0	0	274	0	374	6	0	0	4	3	6	25	104	1	0	0	386	0	0	0	0	0	1	0	6	0	0	0	18	0	0	0	15	0	1	0	2	0	0	0	383	0	0	0	0	0	0	11	0	0	18	0	0	85	2	34	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	5	0	4	3	0	0	0	26	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	0	0	0	0	
0.03	2051660	335	967	65	47	317	221	823	79	245	604	458	430	15	188	281	346	466	103	0	159	246	227	222	28	62	0	209	25	53	57	15	37	12	2	0	0	7	18	0	16	33	3	0	1	7	170	22	6	0	1	2	0	133	236	209	0	0	0	288	1	34	135	23	12	3	20	19	311	26	0	27	0	0	0	20	30	1	1	0	0	18	92	7	0	26	0	25	0	1	0	0	0	3	0	0	17	0	1	7	0	0	0	17	18	0	1	0	1	0	0	0	0	7	0	11	9	21	8	0	3	0	0	5	0	0	19	0	4	0	0	0	204	7	3	0	0	0	1	0	25	0	14	0	0	1	9	0	0	0	9	2	0	0	0	18	0	9	0	1	6	0	0	0	0	0	0	1	2	0	18	1	0	0	0	0	5	0	19	9	16	1	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	6	0	1	0	0	0	1	0	0	0	0	0	4	0	8	0	0	0	0	0	4	0	0	44	0	5	0	2	73	0	3	0	0	0	0	7	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	3	173	0	1	0	0	0	4	0	0	0	0	3	1	0	2	0	1	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
0.03	2055690	335	345	84	199	63	220	442	412	51	132	78	0	139	322	82	0	143	225	0	193	0	293	379	1	202	0	174	235	4	106	82	140	0	189	0	85	14	7	110	19	195	0	143	0	13	22	16	23	0	9	0	1	58	102	0	290	44	0	1	42	53	13	40	57	0	114	0	0	20	35	8	1	0	295	0	17	0	7	23	61	1	22	0	0	7	0	54	11	2	0	0	0	0	113	111	16	0	0	6	17	12	0	20	2	0	1	39	0	0	132	79	118	18	0	66	9	0	1	2	9	9	4	16	0	0	16	22	15	0	0	0	0	1	2	0	0	0	1	0	1	0	67	1	3	1	2	0	47	0	0	4	0	5	12	30	0	0	0	0	0	1	0	0	0	0	1	0	0	26	0	2	13	6	0	0	1	3	25	1	6	0	0	44	0	0	0	0	0	0	0	1	0	14	0	0	10	1	0	2	0	0	0	0	0	0	0	26	0	4	0	1	29	0	7	0	0	0	0	1	0	0	1	13	0	0	5	0	0	0	0	0	2	0	1	0	0	8	0	0	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	21	3	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	14	0	2	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	
0.03	2057650	335	123	237	1074	22	828	268	558	396	350	335	0	0	350	352	347	169	1	1	0	10	1	27	1	0	0	97	262	2	152	164	84	0	0	0	218	1	25	175	119	0	109	31	332	149	1	3	10	671	2	1	1	81	0	258	0	0	3	9	0	10	0	21	5	0	63	3	0	32	0	92	0	0	0	5	68	0	11	0	0	13	40	57	68	1	0	0	0	41	0	30	0	119	0	22	20	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	5	0	8	14	0	54	47	2	0	0	0	0	0	24	2	131	0	0	0	0	0	14	0	0	0	4	0	2	13	0	0	0	5	9	2	0	0	5	1	17	1	0	0	0	2	0	24	7	0	5	0	6	0	0	0	2	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	13	0	3	0	1	0	0	0	0	6	0	0	0	7	4	0	0	1	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	25	0	0	1	15	9	0	0	0	0	0	0	0	0	0	5	4	3	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	1	0	0	
0.03	2059653	335	1901	326	513	89	560	378	191	189	5	434	336	177	303	138	54	0	583	85	329	31	310	155	200	36	0	260	1	22	157	1	1	6	54	398	1	18	0	74	0	0	0	0	0	24	147	53	1	0	27	17	0	47	0	0	0	0	0	1	0	8	167	59	18	0	0	12	0	7	0	86	0	0	0	17	24	0	0	0	0	20	0	3	0	5	0	0	0	6	0	0	74	0	0	0	17	0	17	9	0	0	0	51	6	0	0	0	1	0	87	0	2	7	52	7	17	0	5	1	12	0	0	16	0	0	0	11	0	0	0	0	0	20	8	0	0	0	0	0	45	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	19	0	1	2	3	0	1	2	6	0	0	0	13	0	56	0	0	6	2	2	0	0	1	0	29	0	0	0	0	12	0	0	0	0	0	41	0	0	0	0	0	0	0	29	20	0	16	6	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	3	1	0	1	0	12	1	1	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	6	0	1	2	0	0	0	0	0	20	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	9	3	0	0	0	0	0	
0.03	2061650	335	1435	404	265	9	270	47	147	1436	539	282	50	13	38	108	499	9	306	1040	289	68	47	12	89	6	1	13	269	98	7	74	69	467	0	0	130	129	1	10	28	12	1	3	141	0	3	96	33	88	11	73	86	18	32	5	0	0	0	6	0	4	1	2	45	0	6	23	30	5	2	15	0	0	0	9	10	0	30	0	0	0	2	0	17	9	0	18	37	11	0	0	0	7	1	20	2	0	0	0	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	2	5	7	0	13	0	4	12	4	3	0	2	16	0	0	0	0	0	0	0	0	0	3	3	0	0	4	1	1	0	17	0	0	0	0	6	8	0	9	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	2	0	4	0	0	7	0	0	0	0	0	0	1	0	1	0	1	2	8	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	4	0	0	2	0	0	0	0	0	1	0	4	0	0	4	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	4	0	0	0	0	0	6	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	1	4	
0.03	2063650	335	9	39	16	32	3	3	9	446	471	7	1	0	0	1	6	3	0	0	1	58	0	0	1	1	0	2	3	754	0	5	6	5487	0	0	2	850	0	0	0	0	0	174	0	1	0	1	1	0	1	222	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	4	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	1	322	0	12	0	0	2	0	0	0	0	478	0	0	0	0	0	255	0	0	0	109	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	6	74	0	0	0	0	0	25	0	6	0	0	0	2	0	1	0	0	0	0	0	1	2	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
